,pval,edition,source,sourcefile,status,numseqs,pmid,dbd,family,description,species,cellline,entrez,symbol,synonym,refseq,cluster,comment2,comment2.1,comment3,comment4,comment5,datasetid,zscore,seqfactors,seqdbds,seqdatasetid,nmotifs,pssm
MS00378|FOXO3,0.017166063528177247,,SELEX,,9,,23332764,Forkhead Domain Family,,forkhead box O3,Homo Sapiens,293T,2309,FOXO3,,NM_001455|NM_201559,,,,,,,,,,,,,"[[[0.038, 0.010, 0.942, 0.010], [0.010, 0.010, 0.024, 0.956], [0.951, 0.029, 0.010, 0.010], [0.970, 0.010, 0.010, 0.010], [0.962, 0.018, 0.010, 0.010], [0.027, 0.953, 0.010, 0.010], [0.960, 0.020, 0.010, 0.010], [0.546, 0.021, 0.062, 0.371]]]"
MC00348|STAT1,0.01748291593959167,,Cistrome,,20,,17558387,Stat Protein Family,,"signal transducer and activator of transcription 1, 91kDa",Homo Sapiens,HeLa,6772,STAT1,,NM_007315|NM_139266,,,,,,,5913(2/4),-56.5076,(1) STAT1|(2) denovo|(3) denovo|(4) STAT3|(5) STAT5B|(6) denovo|(7) STAT5A|(8) denovo|(9) denovo|(10) STAT4|(11) denovo|(12) NR2C2|(13) denovo,(1) Stat Protein Family|(2)|(3)|(4) Stat Protein Family|(5) Stat Protein Family|(6)|(7) Stat Protein Family|(8)|(9)|(10) Stat Protein Family|(11)|(12) Hormone-nuclear Receptor Family|(13),,13.0,"[[[0.086, 0.539, 0.219, 0.156], [0.439, 0.236, 0.144, 0.181], [0.134, 0.247, 0.079, 0.540], [0.006, 0.005, 0.003, 0.986], [0.007, 0.004, 0.009, 0.980], [0.051, 0.934, 0.003, 0.011], [0.004, 0.918, 0.002, 0.076], [0.236, 0.416, 0.045, 0.302], [0.387, 0.017, 0.576, 0.020], [0.017, 0.013, 0.776, 0.194], [0.920, 0.057, 0.006, 0.017], [0.982, 0.005, 0.008, 0.005], [0.457, 0.139, 0.251, 0.153], [0.152, 0.363, 0.112, 0.373], [0.180, 0.409, 0.218, 0.193]]]"
MS00398|Foxk1,0.01748291593959167,,SELEX,,9,,23332764,Forkhead Domain Family,,forkhead box K1,Mus Musculus,293T,17425,Foxk1,,NM_199068,,,,,,,,,,,,,"[[[0.042, 0.866, 0.067, 0.025], [0.010, 0.010, 0.970, 0.010], [0.010, 0.010, 0.970, 0.010], [0.970, 0.010, 0.010, 0.010], [0.010, 0.970, 0.010, 0.010], [0.970, 0.010, 0.010, 0.010], [0.010, 0.970, 0.010, 0.010], [0.970, 0.010, 0.010, 0.010], [0.970, 0.010, 0.010, 0.010], [0.086, 0.010, 0.010, 0.894], [0.030, 0.787, 0.112, 0.071]]]"
MC00217|FOXA2,0.01761104791443162,,Cistrome,,16,,,Forkhead Domain Family,,forkhead box A2,Homo Sapiens,Liver,3170,FOXA2,HNF3B MGC19807 TCF3B,XM_002345401|NM_021784|NM_153675,18.0,,,,,,2851(3/8),-48.785,(0) denovo (1) denovo (2) denovo (3) denovo (4) FOXA1 (5) HNF3A FOXA1 (6) denovo (7) denovo (8) denovo (9) FOXD1 (10) Freac-4 FOXD1 (11) foxj3 FOXJ3 (12) FOXM1 Foxm1 (13) Freac-2 FOXF2 (14) FOXA1 (15) denovo (16) FOXP3 (17) FOXC1 (18) denovo (19) FOXO3 (20) FOXF2 (21) Fkh2 (22) denovo (23) FOXO3 (24) HNF3 FOXM1 (25) XFD-3 (26) denovo (27) denovo (28) HCM1 (29) denovo (30) Fkh1 (31) FOXO1 (32) FOXO4 Foxo4 (33) FOXO4 (34) HNF3beta Foxa2 (35) FOXI1 Foxi1 (36) FOXO1 Foxo1 (37) denovo (38) denovo (39) Foxf1a (40) XFD-2 (41) FOXO3A FOXO3 (42) XFD-1 (43) FOXJ2 Foxj2 (44) FOXO1 (46) GT-1 (49) denovo (50) FOXH1 FOXD3 Foxf2 FOXJ1 FOXF1 Foxh1 Foxd3 FOXF2 Foxj1 (51) HFH1 (FOXQ1),(0)  (1)  (2)  (3)  (4) Forkhead Domain Family (5)  (6)  (7)  (8)  (9) Forkhead Domain Family (10)  (11)  (12)  (13)  (14) Forkhead Domain Family (15)  (16) Forkhead Domain Family (17) Forkhead Domain Family (18)  (19) Forkhead Domain Family (20) Forkhead Domain Family (21)  (22)  (23) Forkhead Domain Family (24)  (25)  (26)  (27)  (28)  (29)  (30)  (31) Forkhead Domain Family (32) Forkhead Domain Family (33) Forkhead Domain Family (34)  (35) Forkhead Domain Family (36) Forkhead Domain Family (37)  (38)  (39) Forkhead Domain Family (40)  (41)  (42)  (43) Forkhead Domain Family (44) Forkhead Domain Family (46)  (49)  (50) Forkhead Domain Family (51),,49.0,"[[[0.153, 0.447, 0.242, 0.157], [0.281, 0.239, 0.163, 0.316], [0.015, 0.005, 0.005, 0.975], [0.313, 0.006, 0.679, 0.001], [0.008, 0.006, 0.003, 0.983], [0.009, 0.008, 0.015, 0.968], [0.003, 0.005, 0.223, 0.769], [0.962, 0.002, 0.028, 0.008], [0.011, 0.937, 0.004, 0.048], [0.395, 0.142, 0.006, 0.457], [0.037, 0.303, 0.139, 0.520], [0.456, 0.017, 0.044, 0.483], [0.206, 0.179, 0.437, 0.177]]]"
M00706|GTF2I,0.017675413901757277,,Transfac,,4,,P1481859. New TRANSFAC MATRIX entries Book 3 0001 (2002),GTF2I Domain Family,,general transcription factor IIi,Homo Sapiens,,2969,GTF2I,BAP135 BTKAP1 DIWS FLJ38776 FLJ56355 GTFII-I IB291 SPIN TFII-I WBS WBSCR6,NM_001163636|NM_001518|NM_032999|NM_033000|NM_033001,236.0,,,,,,,,,,,,"[[[0.400, 0.010, 0.400, 0.190], [0.010, 0.010, 0.970, 0.010], [0.780, 0.010, 0.200, 0.010], [0.010, 0.200, 0.600, 0.190], [0.010, 0.010, 0.800, 0.180], [0.010, 0.010, 0.600, 0.380], [0.970, 0.010, 0.010, 0.010], [0.010, 0.010, 0.970, 0.010], [0.010, 0.010, 0.970, 0.010]]]"
M01247|NANOG,0.017707672106668265,,Transfac,,4,,18555785,Homeodomain Family,,Nanog homeobox,Homo Sapiens,,79923,NANOG,-,NM_024865,25.0,,,,,,,,,,,,"[[[0.182, 0.092, 0.228, 0.498], [0.230, 0.152, 0.158, 0.460], [0.366, 0.078, 0.162, 0.394], [0.372, 0.126, 0.370, 0.132], [0.420, 0.328, 0.174, 0.078], [0.654, 0.058, 0.158, 0.130], [0.348, 0.080, 0.276, 0.296], [0.584, 0.116, 0.258, 0.042], [0.894, 0.010, 0.012, 0.084], [0.016, 0.734, 0.228, 0.022], [0.970, 0.010, 0.010, 0.010], [0.968, 0.010, 0.010, 0.012], [0.602, 0.010, 0.032, 0.356], [0.354, 0.036, 0.570, 0.040], [0.248, 0.174, 0.566, 0.012], [0.448, 0.254, 0.168, 0.130], [0.456, 0.208, 0.218, 0.118], [0.282, 0.270, 0.304, 0.144], [0.264, 0.310, 0.186, 0.240], [0.324, 0.212, 0.214, 0.250]]]"
M01466|Obox3,0.017934889131052786,,Transfac,,4,,18585359,Homeodomain Family,,oocyte specific homeobox 3,Mus Musculus,,246791,Obox3,-,NM_145707,85.0,,,,,,,,,,,,"[[[0.270, 0.170, 0.150, 0.410], [0.130, 0.270, 0.350, 0.250], [0.343, 0.212, 0.333, 0.112], [0.152, 0.162, 0.586, 0.100], [0.260, 0.030, 0.630, 0.080], [0.110, 0.040, 0.770, 0.080], [0.080, 0.010, 0.900, 0.010], [0.010, 0.010, 0.970, 0.010], [0.970, 0.010, 0.010, 0.010], [0.010, 0.010, 0.010, 0.970], [0.010, 0.010, 0.010, 0.970], [0.960, 0.010, 0.010, 0.020], [0.713, 0.020, 0.129, 0.138], [0.140, 0.670, 0.090, 0.100], [0.280, 0.060, 0.160, 0.500], [0.430, 0.290, 0.110, 0.170], [0.260, 0.270, 0.070, 0.400]]]"
MS00424|CART1,0.019316249023849964,,SELEX,,9,,23332764,Homeodomain Family,,,Homo Sapiens,293FT,,CART1,,,,,,,,,,,,,,,"[[[0.253, 0.256, 0.209, 0.282], [0.184, 0.090, 0.040, 0.686], [0.731, 0.036, 0.116, 0.117], [0.956, 0.015, 0.019, 0.010], [0.100, 0.260, 0.073, 0.567], [0.069, 0.344, 0.172, 0.415], [0.081, 0.334, 0.059, 0.526], [0.753, 0.056, 0.142, 0.049], [0.906, 0.032, 0.036, 0.026], [0.010, 0.011, 0.010, 0.969], [0.148, 0.069, 0.016, 0.767], [0.770, 0.021, 0.083, 0.126], [0.315, 0.215, 0.257, 0.213]]]"
MS00731|ZNF713,0.019879326154495464,,SELEX,,9,,23332764,BetaBetaAlpha-zinc finger Family,,zinc finger protein 713,Homo Sapiens,293FT,349075,ZNF713,,NM_182633,,,,,,,,,,,,,"[[[0.278, 0.010, 0.010, 0.702], [0.959, 0.014, 0.010, 0.017], [0.037, 0.010, 0.943, 0.010], [0.970, 0.010, 0.010, 0.010], [0.719, 0.228, 0.034, 0.019], [0.594, 0.010, 0.386, 0.010], [0.970, 0.010, 0.010, 0.010], [0.733, 0.247, 0.010, 0.010], [0.268, 0.010, 0.010, 0.712], [0.010, 0.010, 0.970, 0.010], [0.010, 0.970, 0.010, 0.010], [0.010, 0.970, 0.010, 0.010], [0.970, 0.010, 0.010, 0.010], [0.010, 0.970, 0.010, 0.010], [0.010, 0.010, 0.970, 0.010], [0.970, 0.010, 0.010, 0.010], [0.970, 0.010, 0.010, 0.010]]]"
MA0066|PPARG,0.019950680584627383,,JASPAR,,6,,11139380,Hormone-nuclear Receptor Family,,peroxisome proliferator-activated receptor gamma,Homo Sapiens,,5468,PPARG,CIMT1 GLM1 NR1C3 PPARG1 PPARG2 PPARgamma,NM_005037|NM_015869|NM_138711|NM_138712,197.0,,,,,,,,,,,,"[[[0.107, 0.286, 0.500, 0.107], [0.107, 0.010, 0.010, 0.873], [0.659, 0.010, 0.321, 0.010], [0.010, 0.036, 0.944, 0.010], [0.036, 0.010, 0.929, 0.025], [0.010, 0.036, 0.143, 0.811], [0.071, 0.812, 0.107, 0.010], [0.929, 0.036, 0.010, 0.025], [0.179, 0.536, 0.143, 0.142], [0.179, 0.250, 0.357, 0.214], [0.143, 0.071, 0.643, 0.143], [0.036, 0.010, 0.071, 0.883], [0.071, 0.179, 0.714, 0.036], [0.786, 0.179, 0.010, 0.025], [0.036, 0.944, 0.010, 0.010], [0.010, 0.893, 0.010, 0.087], [0.107, 0.429, 0.010, 0.454], [0.786, 0.179, 0.010, 0.025], [0.179, 0.429, 0.214, 0.178], [0.250, 0.010, 0.036, 0.704]]]"
MA0040|Foxq1,0.02031072057323421,,JASPAR,,6,,8139574,Forkhead Domain Family,,forkhead box Q1,Mus Musculus,,15220,Foxq1,HFH-1 Hfh1 Hfh1l sa,NM_008239,57.0,,,,,,,,,,,,"[[[0.222, 0.222, 0.167, 0.389], [0.722, 0.056, 0.167, 0.055], [0.278, 0.111, 0.010, 0.601], [0.167, 0.010, 0.010, 0.813], [0.010, 0.010, 0.970, 0.010], [0.010, 0.010, 0.010, 0.970], [0.010, 0.010, 0.010, 0.970], [0.010, 0.010, 0.010, 0.970], [0.924, 0.010, 0.056, 0.010], [0.010, 0.056, 0.222, 0.712], [0.333, 0.010, 0.167, 0.490]]]"
UP00009|Nr2f2,0.020383385674638495,,UniPROBE,,9,,19443739,Hormone-nuclear Receptor Family,,"nuclear receptor subfamily 2, group F, member 2",Mus Musculus,,11819,Nr2f2,2700033K02Rik 9430015G03Rik ARP-1 Aporp1 COUP-TF2 COUP-TFII COUPTFB EAR3 SVP40 Tcfcoup2,NM_009697|NM_183261,78.0,,,,,,,,,,,,"[[[0.253, 0.182, 0.273, 0.292], [0.263, 0.382, 0.154, 0.201], [0.143, 0.243, 0.243, 0.371], [0.247, 0.337, 0.176, 0.240], [0.857, 0.037, 0.049, 0.057], [0.797, 0.013, 0.176, 0.014], [0.790, 0.010, 0.190, 0.010], [0.010, 0.010, 0.970, 0.010], [0.010, 0.010, 0.970, 0.010], [0.010, 0.010, 0.019, 0.961], [0.010, 0.957, 0.010, 0.023], [0.908, 0.010, 0.072, 0.010], [0.307, 0.327, 0.079, 0.287], [0.239, 0.246, 0.384, 0.131], [0.282, 0.235, 0.226, 0.257], [0.212, 0.213, 0.364, 0.211]]]"
MC00411|BATF,0.020492796390195533,,Cistrome,,18,,,Leucine zipper Family,,"basic leucine zipper transcription factor, ATF-like",Homo Sapiens,GM12878,10538,BATF,B-ATF BATF1 SFA-2 SFA2,NM_006399,5.0,,,,,,1683(1/1),-48.5827,(0) denovo (1) denovo (2) denovo (3) denovo (4) FOSL1 Fosl1 (5) AP-1 FOS FOSB JUN JUNB JUND (6) JUN (7) denovo (8) denovo (9) denovo (10) Cap1 (11) AP-1 FOS FOSB JUN JUNB JUND (12) denovo (13) JUNB (14) denovo (15) GCN4 (16) GCN4 (17) BACH1 Bach1 (18) denovo (19) AP-1 FOS FOSB JUN JUNB JUND (20) JUND (21) BACH2 Bach2 (22) NFE2 Nfe2 (23) ARG RII (24) C-MAF (25) GCN4 (26) GCN4 (27) AP-1 FOS FOSB JUN JUNB JUND (28) AP-1 FOS FOSB JUN JUNB JUND (30) MAF Maf (31) AP-1 FOS FOSB JUN JUNB JUND (32) ARG RI (33) GABPA Gabpa (34) Zta (35) AP-1 FOS FOSB JUN JUNB JUND (38) denovo (39) NFE2L2,(0)  (1)  (2)  (3)  (4) Leucine zipper Family (bZIP) (5)  (6) Leucine zipper Family (bZIP) (7)  (8)  (9)  (10)  (11)  (12)  (13) Leucine zipper Family (bZIP) (14)  (15)  (16)  (17) Leucine zipper Family (bZIP) (18)  (19)  (20) Leucine zipper Family (bZIP) (21) Leucine zipper Family (bZIP) (22) Leucine zipper Family (bZIP) (23)  (24)  (25)  (26)  (27)  (28)  (30) Leucine zipper Family (bZIP) (31)  (32)  (33) Ets Domain Family (34)  (35)  (38)  (39) Leucine zipper Family (bZIP),,37.0,"[[[0.413, 0.333, 0.190, 0.064], [0.049, 0.030, 0.017, 0.904], [0.029, 0.023, 0.757, 0.190], [0.948, 0.014, 0.014, 0.023], [0.030, 0.472, 0.429, 0.068], [0.030, 0.016, 0.005, 0.948], [0.147, 0.811, 0.022, 0.019], [0.979, 0.005, 0.005, 0.011], [0.226, 0.038, 0.126, 0.610], [0.531, 0.072, 0.011, 0.386], [0.289, 0.204, 0.095, 0.411], [0.148, 0.449, 0.110, 0.293], [0.283, 0.139, 0.354, 0.223], [0.530, 0.063, 0.299, 0.108], [0.392, 0.092, 0.385, 0.131], [0.812, 0.119, 0.045, 0.024]]]"
MS00488|HOXB13,0.02071311113472944,,SELEX,,9,,23332764,Homeodomain Family,,homeobox B13,Homo Sapiens,293FT,10481,HOXB13,,NM_006361,,,,,,,,,,,,,"[[[0.074, 0.744, 0.139, 0.043], [0.032, 0.766, 0.010, 0.192], [0.637, 0.232, 0.010, 0.121], [0.942, 0.010, 0.013, 0.035], [0.010, 0.010, 0.010, 0.970], [0.883, 0.010, 0.010, 0.097], [0.970, 0.010, 0.010, 0.010], [0.953, 0.027, 0.010, 0.010], [0.723, 0.143, 0.044, 0.090], [0.355, 0.365, 0.069, 0.211]]]"
UP00095|Zfp691,0.020972676957352256,,UniPROBE,,9,,19443739,BetaBetaAlpha-zinc finger Family,,zinc finger protein 691,Mus Musculus,,195522,Zfp691,6430544H17Rik MGC118413 Znf691,NM_001145935|NM_001145936|NM_183140,391.0,,,,,,,,,,,,"[[[0.100, 0.442, 0.195, 0.263], [0.246, 0.145, 0.334, 0.275], [0.313, 0.261, 0.162, 0.264], [0.442, 0.200, 0.212, 0.146], [0.122, 0.674, 0.079, 0.125], [0.931, 0.010, 0.049, 0.010], [0.010, 0.010, 0.970, 0.010], [0.010, 0.010, 0.010, 0.970], [0.014, 0.010, 0.966, 0.010], [0.010, 0.970, 0.010, 0.010], [0.010, 0.010, 0.010, 0.970], [0.010, 0.970, 0.010, 0.010], [0.516, 0.399, 0.058, 0.027], [0.119, 0.390, 0.146, 0.345], [0.306, 0.166, 0.132, 0.396], [0.388, 0.129, 0.288, 0.195], [0.308, 0.152, 0.161, 0.379]]]"
M01171|BCL6,0.021234990356216656,,Transfac,,4,,"P1481876. New matrix entries., Rel121 Book 0001 (2008)",BetaBetaAlpha-zinc finger Family,,B-cell CLL/lymphoma 6,Homo Sapiens,,604,BCL6,BCL5 BCL6A LAZ3 ZBTB27 ZNF51,NM_001130845|NM_001134738|NM_001706,279.0,,,,,,,,,,,,"[[[0.200, 0.200, 0.400, 0.200], [0.010, 0.200, 0.400, 0.390], [0.010, 0.010, 0.143, 0.837], [0.010, 0.143, 0.010, 0.837], [0.010, 0.857, 0.010, 0.123], [0.143, 0.143, 0.143, 0.571], [0.970, 0.010, 0.010, 0.010], [0.010, 0.010, 0.970, 0.010], [0.010, 0.010, 0.970, 0.010], [0.429, 0.010, 0.143, 0.418]]]"
MC00126|TCF12,0.0218449993220265,,Cistrome,,16,,None,Helix-Loop-Helix Family,,transcription factor 12,Homo Sapiens,H1,6938,TCF12,,NM_003205|NM_207036|NM_207037|NM_207038|NM_207040,,,,,,,2560(1/1),-37.7484,(1) denovo|(2) Tcf-4 dimer|(3) denovo|(4) LMO2|(5) denovo|(6) ATOH1|(7) TCF3|(8) ELSPBP1|(9) denovo|(10) AREB6|(11) MYOG|(12) NEUROD1|(13) TFAP4|(14) denovo|(15) MyoD|(16) MyoD|(17) TCF3|(18) denovo|(19) TCF3|(20) HEB|(21) denovo|(22) denovo|(23) NHLH1|(24) TFAP4|(25) E2A|(28) MYOD1|(29) UBP1|(31) Ebox|(32) RAV1,(1)|(2)|(3)|(4)|(5)|(6) Helix-Loop-Helix Family|(7) Helix-Loop-Helix Family|(8)|(9)|(10)|(11) Helix-Loop-Helix Family|(12) Helix-Loop-Helix Family|(13) Helix-Loop-Helix Family|(14)|(15)|(16)|(17) Helix-Loop-Helix Family|(18)|(19) Helix-Loop-Helix Family|(20)|(21)|(22)|(23) Helix-Loop-Helix Family|(24) Helix-Loop-Helix Family|(25)|(28) Helix-Loop-Helix Family|(29) CP2 Transcription Factor Domain Family|(31)|(32),,29.0,"[[[0.174, 0.522, 0.288, 0.015], [0.007, 0.975, 0.003, 0.015], [0.980, 0.006, 0.010, 0.004], [0.015, 0.012, 0.965, 0.007], [0.037, 0.313, 0.638, 0.012], [0.008, 0.016, 0.006, 0.969], [0.016, 0.002, 0.974, 0.008], [0.018, 0.480, 0.031, 0.471], [0.275, 0.028, 0.332, 0.365], [0.153, 0.267, 0.399, 0.181]]]"
MS00061|HSFY2,0.0218449993220265,,SELEX,,9,,23332764,Transcription Factor Family,,"heat shock transcription factor, Y linked 2",Homo Sapiens,293FT,159119,HSFY2,,NM_001001877|NM_153716|NR_003509,,,,,,,,,,,,,"[[[0.232, 0.091, 0.073, 0.604], [0.168, 0.020, 0.043, 0.769], [0.125, 0.788, 0.077, 0.010], [0.010, 0.073, 0.771, 0.146], [0.898, 0.061, 0.010, 0.031], [0.706, 0.045, 0.029, 0.220], [0.345, 0.301, 0.132, 0.222], [0.264, 0.400, 0.234, 0.102], [0.400, 0.121, 0.422, 0.057], [0.277, 0.071, 0.058, 0.594], [0.059, 0.046, 0.017, 0.878], [0.133, 0.814, 0.043, 0.010], [0.010, 0.149, 0.687, 0.154], [0.839, 0.079, 0.025, 0.057], [0.635, 0.086, 0.069, 0.210]]]"
MS00739|E2F8,0.023353310318008573,,SELEX,,9,,23332764,Transcription Factor Family,,E2F transcription factor 8,Homo Sapiens,239FT,79733,E2F8,,NM_024680,,,,,,,,,,,,,"[[[0.032, 0.032, 0.011, 0.925], [0.010, 0.032, 0.010, 0.948], [0.010, 0.010, 0.011, 0.969], [0.010, 0.970, 0.010, 0.010], [0.010, 0.950, 0.010, 0.030], [0.010, 0.970, 0.010, 0.010], [0.031, 0.054, 0.905, 0.010], [0.010, 0.970, 0.010, 0.010], [0.020, 0.930, 0.040, 0.010], [0.941, 0.012, 0.035, 0.012], [0.970, 0.010, 0.010, 0.010], [0.918, 0.023, 0.012, 0.047]]]"
M00979|PAX6,0.023435065070382947,,Transfac,,4,,P1481859. New TRANSFAC MATRIX entries Book 3 0001 (2002),Homeodomain Family,,paired box 6,Homo Sapiens,,5080,PAX6,AN AN2 D11S812E MGC17209 MGDA WAGR,NM_000280|NM_001127612|NM_001604,370.0,,,,,,,,,,,,"[[[0.091, 0.854, 0.045, 0.010], [0.045, 0.010, 0.045, 0.900], [0.010, 0.010, 0.970, 0.010], [0.773, 0.010, 0.045, 0.172], [0.010, 0.753, 0.227, 0.010], [0.045, 0.854, 0.091, 0.010], [0.010, 0.045, 0.010, 0.935], [0.010, 0.010, 0.909, 0.071], [0.010, 0.010, 0.909, 0.071], [0.864, 0.045, 0.045, 0.046], [0.935, 0.010, 0.045, 0.010], [0.045, 0.818, 0.091, 0.046], [0.045, 0.045, 0.136, 0.774], [0.364, 0.455, 0.045, 0.136]]]"
MC00193|RELA,0.02393066632469923,,Cistrome,,16,,20299548,Rel Homology Region Family,,v-rel reticuloendotheliosis viral oncogene homolog A (avian),Homo Sapiens,GM12891,5970,RELA,,NM_001145138|NM_021975,,,,,,,5987(30/35),-56.7628,(1) denovo|(2) denovo|(3) RELA|(4) denovo|(5) REL|(6) NFKB1|(7) denovo,(1)|(2)|(3) Rel Homology Region Family|(4)|(5) Rel Homology Region Family|(6) Rel Homology Region Family|(7),,7.0,"[[[0.038, 0.009, 0.939, 0.014], [0.021, 0.005, 0.961, 0.013], [0.765, 0.014, 0.212, 0.009], [0.979, 0.009, 0.008, 0.004], [0.842, 0.004, 0.016, 0.138], [0.119, 0.133, 0.304, 0.444], [0.046, 0.503, 0.010, 0.440], [0.053, 0.936, 0.005, 0.006], [0.013, 0.980, 0.004, 0.003], [0.012, 0.966, 0.012, 0.010]]]"
UP00125|PITX2,0.024605143906735273,,UniPROBE,,9,,18585359,Homeodomain Family,,paired-like homeodomain 2,Homo Sapiens,,5308,PITX2,ARP1 Brx1 IDG2 IGDS IGDS2 IHG2 IRID2 MGC111022 MGC20144 Otlx2 PTX2 RGS RIEG RIEG1 RS,NM_000325|NM_153426|NM_153427,85.0,,,,,,,,,,,,"[[[0.243, 0.230, 0.259, 0.268], [0.240, 0.084, 0.408, 0.268], [0.390, 0.131, 0.222, 0.257], [0.459, 0.171, 0.274, 0.096], [0.288, 0.103, 0.557, 0.052], [0.106, 0.010, 0.874, 0.010], [0.010, 0.010, 0.970, 0.010], [0.934, 0.046, 0.010, 0.010], [0.010, 0.010, 0.010, 0.970], [0.010, 0.011, 0.010, 0.969], [0.896, 0.010, 0.010, 0.084], [0.701, 0.039, 0.191, 0.069], [0.092, 0.164, 0.094, 0.650], [0.258, 0.317, 0.115, 0.310], [0.380, 0.126, 0.251, 0.243], [0.282, 0.166, 0.208, 0.344], [0.187, 0.429, 0.102, 0.282]]]"
MS00593|PHOX2B,0.024647823177883596,,SELEX,,9,,23332764,Homeodomain Family,,paired-like homeobox 2b,Homo Sapiens,FT293,8929,PHOX2B,,NM_003924,,,,,,,,,,,,,"[[[0.123, 0.058, 0.021, 0.798], [0.851, 0.010, 0.097, 0.042], [0.970, 0.010, 0.010, 0.010], [0.051, 0.262, 0.026, 0.661], [0.032, 0.369, 0.181, 0.418], [0.109, 0.363, 0.075, 0.453], [0.796, 0.038, 0.145, 0.021], [0.964, 0.010, 0.016, 0.010], [0.010, 0.010, 0.010, 0.970], [0.058, 0.043, 0.010, 0.889], [0.844, 0.010, 0.040, 0.106]]]"
M00490|BACH2,0.024862152336067058,,Transfac,,4,,8887638,Leucine Zipper Family,,"BTB and CNC homology 1, basic leucine zipper transcription factor 2",Homo Sapiens,,60468,BACH2,-,NM_001170794|NM_021813,76.0,,,,,,,,,,,,"[[[0.091, 0.500, 0.318, 0.091], [0.385, 0.077, 0.500, 0.038], [0.010, 0.010, 0.077, 0.903], [0.010, 0.010, 0.962, 0.018], [0.692, 0.231, 0.038, 0.039], [0.077, 0.010, 0.903, 0.010], [0.038, 0.010, 0.038, 0.914], [0.077, 0.875, 0.038, 0.010], [0.935, 0.010, 0.045, 0.010], [0.100, 0.250, 0.150, 0.500], [0.150, 0.550, 0.250, 0.050]]]"
MS00596|PITX3,0.024905205197193442,,SELEX,,9,,23332764,Homeodomain Family,,paired-like homeodomain 3,Homo Sapiens,293FT,5309,PITX3,,NM_005029,,,,,,,,,,,,,"[[[0.260, 0.308, 0.261, 0.171], [0.185, 0.335, 0.093, 0.387], [0.072, 0.010, 0.010, 0.908], [0.927, 0.010, 0.039, 0.024], [0.970, 0.010, 0.010, 0.010], [0.034, 0.018, 0.142, 0.806], [0.046, 0.896, 0.024, 0.034], [0.030, 0.813, 0.031, 0.126], [0.182, 0.472, 0.155, 0.191]]]"
MC00105|Foxa2,0.024991498485461883,,Cistrome,,20,,20442865,Forkhead Domain Family,,forkhead box A2,Mus Musculus,Hepatocyte,15376,Foxa2,,NM_010446,,,,,,,1724(6/6),-53.2063,(1) Foxa2|(2) denovo|(3) denovo|(4) denovo|(5) denovo|(6) HNF3A|(7) Freac-4|(8) Foxa2|(9) Freac-2|(10) FOXA1|(11) Foxj3|(12) FOXP3|(13) denovo|(14) FOXM1|(15) denovo|(16) HCM1|(17) FOXO3|(18) FOXO3|(20) Foxk1|(21) Fkh2|(22) denovo|(23) Fkh1|(24) FOXO1|(25) XFD-3|(26) HNF3|(27) Foxl1|(28) FOXO4|(29) Foxj1|(30) FOXO1|(31) FOXO4|(32) denovo|(33) HNF3beta|(34) XFD-1|(35) XFD-2|(36) FOXO3A|(37) FOXI1|(38) Foxf1a|(40) FOXO1|(44) FOXJ2,(1) Forkhead Domain Family|(2)|(3)|(4)|(5)|(6)|(7)|(8) Forkhead Domain Family|(9)|(10) Forkhead Domain Family|(11) Forkhead Domain Family|(12) Forkhead Domain Family|(13)|(14) Forkhead Domain Family|(15)|(16)|(17) Forkhead Domain Family|(18) Forkhead Domain Family|(20) Forkhead Domain Family|(21)|(22)|(23)|(24) Forkhead Domain Family|(25)|(26)|(27) Forkhead Domain Family|(28) Forkhead Domain Family|(29) Forkhead Domain Family|(30) Forkhead Domain Family|(31) Forkhead Domain Family|(32)|(33)|(34)|(35)|(36)|(37) Forkhead Domain Family|(38) Forkhead Domain Family|(40) Forkhead Domain Family|(44) Forkhead Domain Family,,39.0,"[[[0.009, 0.003, 0.007, 0.981], [0.302, 0.000, 0.698, 0.000], [0.002, 0.003, 0.001, 0.994], [0.008, 0.005, 0.045, 0.942], [0.001, 0.003, 0.290, 0.706], [0.936, 0.002, 0.059, 0.003], [0.004, 0.865, 0.000, 0.131], [0.370, 0.132, 0.004, 0.494], [0.046, 0.326, 0.081, 0.547], [0.492, 0.009, 0.030, 0.468], [0.165, 0.088, 0.547, 0.200], [0.157, 0.286, 0.331, 0.226]]]"
MS00397|Foxj3,0.025078042309339525,,SELEX,,9,,23332764,Forkhead Domain Family,,forkhead box J3,Mus Musculus,293FT,230700,Foxj3,,NM_172699,,,,,,,,,,,,,"[[[0.312, 0.021, 0.657, 0.010], [0.105, 0.127, 0.019, 0.749], [0.924, 0.054, 0.012, 0.010], [0.964, 0.016, 0.010, 0.010], [0.966, 0.010, 0.014, 0.010], [0.014, 0.868, 0.010, 0.108], [0.899, 0.010, 0.081, 0.010], [0.441, 0.032, 0.013, 0.514], [0.897, 0.083, 0.010, 0.010], [0.954, 0.020, 0.010, 0.016], [0.964, 0.010, 0.016, 0.010], [0.059, 0.826, 0.010, 0.105], [0.966, 0.010, 0.014, 0.010]]]"
